LOCATION,SUBURB,Reason Code,Audit Date,ADDRESS,lon,lat,type,loctype,address,north,south,east,west
Livingstone Street,Avenel,BC,Oct-21,"Livingstone Street, Avenel, Australia",145.2340557,-36.9026545,route,geometric_center,"livingstone st, avenel vic 3664, australia",-36.8955323,-36.9096794,145.2369693,145.2300638
Lloyd Street,Moe,ABC,T,"Lloyd Street, Moe, Australia",146.2492422,-38.1804062,route,geometric_center,"lloyd st, moe vic 3825, australia",-38.1751272,-38.1866407,146.2649916,146.2342601
Lockwood Road,Kangaroo Flat,ACD,Apr-22,"Lockwood Road, Kangaroo Flat, Australia",144.2226611,-36.8006294,route,geometric_center,"lockwood rd, kangaroo flat vic 3555, australia",-36.79616999999997,-36.81064900000002,144.2440119,144.2111555
Loddon Valley Highway,Macorna,BC,Oct-21,"Loddon Valley Highway, Macorna, Australia",143.9433837,-35.9161887,route,geometric_center,"loddon valley hwy, macorna vic 3579, australia",-35.86274729999997,-35.97259220000003,143.9472774,143.9347386
Loddon Valley Highway,Kerang South,C,Oct-21,"Loddon Valley Highway, Kerang South, Australia",143.935684,-35.777822,route,geometric_center,"loddon valley hwy, kerang vic 3579, australia",-35.76303709999997,-35.78953410000002,143.9448617,143.9310666
Loddon Valley Highway,Campbells Forest,C,Apr-22,"Loddon Valley Highway, Campbells Forest, Australia",144.1404158,-36.6129467,route,geometric_center,"loddon valley hwy, campbells forest vic 3556, australia",-36.57464889999998,-36.65933540000002,144.1851217,144.0930529
Loddon Valley Highway,Canary Island South,C,Apr-22,"Loddon Valley Highway, Canary Island South, Australia",143.9704592,-36.2836297,route,geometric_center,"loddon valley hwy, victoria, australia",-35.73536,-36.7797752,144.3030016,143.9106594
Loddon Valley Highway,Durham Ox,C,Apr-22,"Loddon Valley Highway, Durham Ox, Australia",143.9280059,-36.1154124,route,geometric_center,"loddon valley hwy, durham ox vic 3576, australia",-36.04254729999997,-36.19894790000003,143.9558085,143.9211978
Loddon Valley Highway,Jarklin,C,Apr-22,"Loddon Valley Highway, Jarklin, Australia",143.9612369,-36.2499376,route,geometric_center,"loddon valley hwy, jarklin vic 3517, australia",-36.19894789999998,-36.29936250000002,143.9748965,143.9555928
Loddon Valley Highway,Yarraberb,C,Apr-22,"Loddon Valley Highway, Yarraberb, Australia",144.0742584,-36.557144,route,geometric_center,"loddon valley hwy, yarraberb vic 3516, australia",-36.52774209999997,-36.57720410000002,144.0962075,144.053225
Long Forest Road,Long Forest,BC,Nov-21,"Long Forest Road, Long Forest, Australia",144.506845,-37.6552358,route,geometric_center,"long forest rd, long forest vic 3340, australia",-37.6293201,-37.6825211,144.510853,144.5026382
Longford-Loch Sport Road,Longford,ABC,Jan-22,"Longford-Loch Sport Road, Longford, Australia",147.1900308,-38.1743177,route,geometric_center,"longford-loch sport rd, longford vic 3851, australia",-38.16246889999997,-38.19722090000003,147.2971484,147.0860215
Longford-Loch Sport Road,Dutson,C,Jan-22,"Longford-Loch Sport Road, Dutson, Australia",147.2279817,-38.1791193,route,geometric_center,"longford-loch sport rd, dutson vic 3851, australia",-38.17219679999997,-38.20023150000003,147.309077,147.1572877
looker Road,Montmorency,BCD,Apr-22,"looker Road, Montmorency, Australia",145.1238454,-37.7220618,route,geometric_center,"looker rd, montmorency vic 3094, australia",-37.7190549,-37.7257865,145.1254827802915,145.1227848197085
Lorimer Street,Port Melbourne,BCD,May-22,"Lorimer Street, Port Melbourne, Australia",144.924332,-37.8207799,route,geometric_center,"lorimer st, port melbourne vic 3207, australia",-37.82076809999997,-37.83032350000003,144.9483922,144.9003536
Lower Dandenong Road,Mordialloc,AC,May-22,"Lower Dandenong Road, Mordialloc, Australia",145.0978672,-37.985212,route,geometric_center,"lower dandenong rd, mordialloc vic 3195, australia",-37.9842793197085,-37.9869772802915,145.1096838,145.0929545
Lower Dandenong Road,Dingley Village,C,Sep-21,"Lower Dandenong Road, Dingley Village, Australia",145.1269542,-37.9887894,route,geometric_center,"lower dandenong rd, dingley village vic 3172, australia",-37.98645789999997,-37.99092880000002,145.1447731,145.108833
Lower Duneed Road,Mount Duneed,ABC,Jan-22,"Lower Duneed Road, Mount Duneed, Australia",144.3464077,-38.250084,route,geometric_center,"lower duneed rd, mount duneed vic 3217, australia",-38.2482193197085,-38.2509172802915,144.3507666,144.3324421
Lower Heidelberg Road,Ivanhoe,C,Apr-22,"Lower Heidelberg Road, Ivanhoe, Australia",145.0529483,-37.7720621,route,geometric_center,"lower heidelberg rd, ivanhoe vic 3079, australia",-37.76996399999997,-37.77299710000003,145.0639894,145.0406919
Lower Plenty Road,Yallambie,ABCD,Apr-22,"Lower Plenty Road, Yallambie, Australia",145.0923071,-37.7297696,route,geometric_center,"lower plenty rd, yallambie vic 3085, australia",-37.72875769999997,-37.735323100000024,145.1086467,145.0782243
Lowry Street,Rochester,ABC,Mar-22,"Lowry Street, Rochester, Australia",144.7142779,-36.3582168,route,geometric_center,"lowry st, rochester vic 3561, australia",-36.3569438697085,-36.3596418302915,144.7206103,144.708171
Ludstone Street,Hampton,AC,May-22,"Ludstone Street, Hampton, Australia",145.0132862,-37.9342208,route,geometric_center,"ludstone st, hampton vic 3188, australia",-37.931933,-37.9366077,145.0245349,145.003183
Lum Road,Wheelers Hill,BC,Apr-22,"Lum Road, Wheelers Hill, Australia",145.1797311,-37.905697,route,geometric_center,"lum rd, wheelers hill vic 3150, australia",-37.890068,-37.9207996,145.1845012,145.1762197
Lyall Road,Berwick,B,Mar-22,"Lyall Road, Berwick, Australia",145.3480325,-38.0276772,route,geometric_center,"lyall rd, berwick vic 3806, australia",-38.0242485,-38.0316836,145.353065,145.3433844
Lygon Street,Carlton North,AC,May-22,"Lygon Street, Carlton North, Australia",144.9699457,-37.7830707,route,geometric_center,"lygon st, carlton north vic 3054, australia",-37.77778019999997,-37.79256590000002,144.9709072802915,144.9682093197085
Lyon Road,Viewbank,BCD,Apr-22,"Lyon Road, Viewbank, Australia",145.0854815,-37.735677,route,geometric_center,"lyon rd, viewbank vic 3084, australia",-37.7322376,-37.7393779,145.0879338,145.0837977
Lyons Street,White Hills,CD,Apr-22,"Lyons Street, White Hills, Australia",144.3055799,-36.7318104,route,geometric_center,"lyons st, white hills vic 3550, australia",-36.7303983697085,-36.7330963302915,144.3068685302915,144.3041705697085
Lyrebird Drive,Carrum Downs,ABC,Jan-22,"Lyrebird Drive, Carrum Downs, Australia",145.1798448,-38.1080089,route,geometric_center,"lyrebird dr, carrum downs vic 3201, australia",-38.1007989,-38.114777,145.1900227,145.1679391
MacArthur Street,Sale,C,Jan-22,"MacArthur Street, Sale, Australia",147.070781,-38.1050239,route,geometric_center,"macarthur st, sale vic 3850, australia",-38.1021892,-38.10780099999999,147.0844094,147.0576419
Macaulay Road,North Melbourne,ABC,May-22,"Macaulay Road, North Melbourne, Australia",144.9405919,-37.7970017,route,geometric_center,"macaulay rd, north melbourne vic 3051, australia",-37.79503659999997,-37.80032120000003,144.9440161,144.9353846
Mackie Road,Bentleigh East,BCD,May-22,"Mackie Road, Bentleigh East, Australia",145.0746656,-37.9159299,route,geometric_center,"mackie rd, bentleigh east vic 3165, australia",-37.9079151,-37.9237889,145.0769045,145.0727689
Macleod Street,Bairnsdale,BC,Sep-21,"Macleod Street, Bairnsdale, Australia",147.6267533,-37.8283977,route,geometric_center,"macleod st, bairnsdale vic 3875, australia",-37.8246757,-37.8343841,147.6410715,147.6099099
Madeira Packet Road,Portland,C,Oct-21,"Madeira Packet Road, Portland, Australia",141.5997599,-38.3731551,route,geometric_center,"madeira packet rd, portland vic 3305, australia",-38.35093319999999,-38.38304630000003,141.633123,141.5865082
Maffra-Rosedale Road,Nambrok,ABC,Jan-22,"Maffra-Rosedale Road, Nambrok, Australia",146.868506,-38.0810055,route,geometric_center,"maffra-rosedale rd, nambrok vic 3847, australia",-38.04327859999998,-38.11950540000003,146.8765863,146.8603185
Maffra-Sale Road,Maffra,ABCD,Jan-22,"Maffra-Sale Road, Maffra, Australia",147.0012689,-37.9981918,route,geometric_center,"maffra-sale rd, maffra vic 3860, australia",-37.97630339999998,-38.01928200000002,147.0100439,146.9869854
Maginness Street,Benalla,C,Feb-22,"Maginness Street, Benalla, Australia",145.9817269,-36.5422334,route,geometric_center,"maginness st, benalla vic 3672, australia",-36.54026959999999,-36.5454301,145.9828108802915,145.9801129197085
Maiden Gully Road,Maiden Gully,ABCD,Apr-22,"Maiden Gully Road, Maiden Gully, Australia",144.2296481,-36.7377539,route,geometric_center,"maiden gully rd, maiden gully vic 3551, australia",-36.73723119999998,-36.74276860000003,144.246523,144.2110603
Maidstone Street,Altona,BC,Sep-21,"Maidstone Street, Altona, Australia",144.8111145,-37.8609016,route,geometric_center,"maidstone st, altona vic 3018, australia",-37.8458068,-37.8766005,144.8153819,144.8071366
Main Hurstbridge Road,Diamond Creek,BCD,Dec-21,"Main Hurstbridge Road, Diamond Creek, Australia",145.1689178,-37.6709977,route,geometric_center,"main hurstbridge rd, diamond creek vic 3089, australia",-37.66240619999997,-37.67484210000003,145.1830075,145.1523328
Main Neerim Road,Neerim South,ABC,Apr-22,"Main Neerim Road, Neerim South, Australia",145.9553931,-38.0103626,route,geometric_center,"main neerim rd, neerim south vic 3831, australia",-37.96857759999997,-38.05103940000003,145.9563966,145.9443113
Main Neerim Road,Neerim Junction,ABD,Apr-22,"Main Neerim Road, Neerim Junction, Australia",145.962841,-37.9208494,route,geometric_center,"main neerim rd, neerim junction vic 3832, australia",-37.89843879999997,-37.94094540000003,145.9638476,145.955615
Main Neerim Road,Drouin,BCD,Apr-22,"Main Neerim Road, Drouin, Australia",145.850179,-38.1073718,route,geometric_center,"main neerim rd, drouin vic 3818, australia",-38.09144759999997,-38.12350830000003,145.8535535,145.8452967
Main Road,Lower Plenty,ABCD,Dec-21,"Main Road, Lower Plenty, Australia",145.12090799999999,-37.7253917,route,geometric_center,"main rd, lower plenty vic 3093, australia",-37.7240050697085,-37.7267030302915,145.1221207302915,145.1194227697085
Main Road,Hurstbridge,BC,Apr-22,"Main Road, Hurstbridge, Australia",145.1923373,-37.6403124,route,geometric_center,"main rd, hurstbridge vic 3099, australia",-37.637295,-37.643989,145.1948542,145.1900227
Main Road,Paynesville,C,Sep-21,"Main Road, Paynesville, Australia",147.7193917,-37.9136267,route,geometric_center,"main rd, paynesville vic 3880, australia",-37.9072932,-37.9193545,147.721851,147.7175979
Main Road,Eltham,C,Apr-22,"Main Road, Eltham, Australia",145.1487976,-37.7131136,route,geometric_center,"main rd, eltham vic 3095, australia",-37.69939329999998,-37.73329460000003,145.1954816,145.1313444
Main Road East,St Albans,BC,T,"Main Road East, St Albans, Australia",144.8151431,-37.7460579,route,geometric_center,"main rd e, st albans vic 3021, australia",-37.74219739999999,-37.7497014,144.8311877,144.7988921
Main Road West,St Albans,C,T,"Main Road West, St Albans, Australia",144.7882173,-37.7429128,route,geometric_center,"main rd w, st albans vic 3021, australia",-37.7416886697085,-37.7443866302915,144.7999936,144.7783705
Main Street,Blackburn,ABCD,Apr-22,"Main Street, Blackburn, Australia",145.1491314,-37.8264883,route,geometric_center,"main st, blackburn vic 3130, australia",-37.8203326,-37.8321447,145.1506902,145.1472408
Main Street,Romsey,CD,Nov-21,"Main Street, Romsey, Australia",144.7428843,-37.3519368,route,geometric_center,"main st, romsey vic 3434, australia",-37.3390788,-37.36511900000001,144.7453228,144.7412036
Major Road,Fawkner,ABC,Apr-22,"Major Road, Fawkner, Australia",144.9687788,-37.7074514,route,geometric_center,"major rd, fawkner vic 3060, australia",-37.7055857,-37.7095535,144.9763285,144.9604952
Majorca Road,Maryborough,BC,Apr-22,"Majorca Road, Maryborough, Australia",143.7513742,-37.0753731,route,geometric_center,"majorca rd, maryborough vic 3465, australia",-37.05426999999996,-37.09140170000003,143.7639782,143.7414196
Malcolm Street,Mansfield,ABC,Sep-21,"Malcolm Street, Mansfield, Australia",146.0719279,-37.0562771,route,geometric_center,"malcolm st, mansfield vic 3722, australia",-37.0500615,-37.0608882,146.096094,146.0472969
Mallee Highway,Boinka,C,Jul-21,"Mallee Highway, Boinka, Australia",141.5661721,-35.1983241,route,geometric_center,"mallee hwy, boinka vic 3490, australia",-35.18325819999998,-35.21774590000003,141.6473181,141.4865159
Mallee Highway,Boorongie North,C,Jul-21,"Mallee Highway, Boorongie North, Australia",141.4114978,-35.2292392,route,geometric_center,"mallee hwy, australia",-34.9756439,-35.4418235,143.3474304,139.4821986
Mallee Highway,Carina,C,Jul-21,"Mallee Highway, Carina, Australia",141.0895284,-35.2523171,route,geometric_center,"mallee hwy, carina vic 3512, australia",-35.24551919999997,-35.25819350000002,141.1356662,141.0511475
Mallee Highway,Cowangie,C,Jul-21,"Mallee Highway, Cowangie, Australia",141.3621456,-35.2382828,route,geometric_center,"mallee hwy, cowangie vic 3506, australia",-35.22644209999998,-35.26023170000002,141.4504362,141.2781819
Mallee Highway,Kulwin,C,Jul-21,"Mallee Highway, Kulwin, Australia",142.5819852,-35.0388737,route,geometric_center,"mallee hwy, kulwin vic 3490, australia",-35.02406149999997,-35.06123370000002,142.6977935,142.4811702
Mallee Highway,Panitya,C,Jul-21,"Mallee Highway, Panitya, Australia",141.0344747,-35.2372715,route,geometric_center,"mallee hwy, panitya vic 3512, australia",-35.23256769999998,-35.25477380000002,141.0977974,140.9649257
Mallee Highway,Underbool,C,Jul-21,"Mallee Highway, Underbool, Australia",141.8213674,-35.1706963,route,geometric_center,"mallee hwy, underbool vic 3509, australia",-35.16049669999997,-35.17404600000003,141.8999736,141.7441659
Mallee Highway,Wagant,C,Jul-21,"Mallee Highway, Wagant, Australia",141.4114978,-35.2292392,route,geometric_center,"mallee hwy, australia",-34.9756439,-35.4418235,143.3474304,139.4821986
Mallee Highway,Walpeup,C,Jul-21,"Mallee Highway, Walpeup, Australia",142.0287222,-35.1334373,route,geometric_center,"mallee hwy, walpeup vic 3507, australia",-35.10682799999997,-35.15243440000003,142.122557,141.9456501
Mallee Highway,Manangatang,C,Oct-21,"Mallee Highway, Manangatang, Australia",142.9054125,-35.0545249,route,geometric_center,"mallee hwy, manangatang vic 3546, australia",-35.01994759999997,-35.06401610000002,143.1039947,142.6956446
Mallee Highway,Piangil,C,Oct-21,"Mallee Highway, Piangil, Australia",143.2147091,-35.0573277,route,geometric_center,"mallee hwy, piangil vic 3597, australia",-35.05209279999998,-35.06324890000003,143.3275136,143.1039947
Mallee Highway,Piangil West,C,Oct-21,"Mallee Highway, Piangil West, Australia",143.2147091,-35.0573277,route,geometric_center,"mallee hwy, piangil vic 3597, australia",-35.05209279999998,-35.06324890000003,143.3275136,143.1039947
Malvern Road,South Yarra,BC,May-22,"Malvern Road, South Yarra, Australia",144.9986578,-37.8474832,route,geometric_center,"malvern rd, south yarra vic 3141, australia",-37.84636466970849,-37.84906263029149,145.0067862,144.9941386
Malvern Road,Glen Iris,C,May-22,"Malvern Road, Glen Iris, Australia",145.05532,-37.8577007,route,geometric_center,"malvern rd, glen iris vic 3146, australia",-37.85319689999997,-37.86697240000002,145.0587815,145.0419302
Malvern Road,Malvern East,C,May-22,"Malvern Road, Malvern East, Australia",145.0615757,-37.8704931,route,geometric_center,"malvern rd, malvern east vic 3145, australia",-37.86451699999997,-37.87834190000003,145.0678861,145.0577328
Malvern Road,Toorak,C,May-22,"Malvern Road, Toorak, Australia",145.0182941,-37.8500606,route,geometric_center,"malvern rd, toorak vic 3142, australia",-37.84810259999998,-37.85193010000002,145.03229,145.0031862
Manks Road,Clyde,B,Mar-22,"Manks Road, Clyde, Australia",145.3595917,-38.1674878,route,geometric_center,"manks rd, clyde vic 3978, australia",-38.16233619999998,-38.17190790000003,145.3932924,145.319948
Manningham Street,Parkville,BD,May-22,"Manningham Street, Parkville, Australia",144.9418541,-37.7859559,route,geometric_center,"manningham st, parkville vic 3052, australia",-37.783314,-37.7886296,144.9432886,144.9405358
Mansfield-Whitfield Road,Tolmie,ABC,Oct-21,"Mansfield-Whitfield Road, Tolmie, Australia",146.25474,-36.9197594,route,geometric_center,"mansfield-whitfield rd, tolmie vic 3723, australia",-36.81987599999997,-36.96264390000002,146.3515432,146.1258112
Mansfield-Whitfield Road,Bridge Creek,C,Oct-21,"Mansfield-Whitfield Road, Bridge Creek, Australia",146.1373866,-36.9591093,route,geometric_center,"mansfield-whitfield rd, bridge creek vic 3723, australia",-36.95438389999997,-36.98580060000003,146.1752796,146.1066783
Mansfield-Woods Point Road,Piries,AC,Sep-21,"Mansfield-Woods Point Road, Piries, Australia",146.1429983,-37.183802,route,geometric_center,"mansfield-woods point rd, piries vic 3723, australia",-37.13404569999997,-37.22898410000003,146.1667313,146.1246184
Mansfield-Woods Point Road,Jamieson,BCD,Sep-21,"Mansfield-Woods Point Road, Jamieson, Australia",146.1313071,-37.3218287,route,geometric_center,"mansfield-woods point rd, jamieson vic 3723, australia",-37.30273369999998,-37.33935740000003,146.1379725,146.1294877
Mansfield-Woods Point Road,Howqua,C,Sep-21,"Mansfield-Woods Point Road, Howqua, Australia",146.160859,-37.2168453,route,geometric_center,"mansfield-woods point rd, howqua vic 3723, australia",-37.21037879999998,-37.22540280000003,146.1667313,146.1513584
